date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:45	20612/20612	---M--	200	added ('OK')	image/png	etag:%2218b7159995d64f65fd6f56b1fcede0c6%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoIndustrial_18b7159995d64f65fd6f56b1fcede0c6.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoIndustrial_18b7159995d64f65fd6f56b1fcede0c6.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:46	10312/10312	---M--	200	added ('OK')	image/png	etag:%22a3660821590134c12e32eedde5fa3374%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoInternacional_a3660821590134c12e32eedde5fa3374.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoInternacional_a3660821590134c12e32eedde5fa3374.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:47	38705/38705	---M--	200	added ('OK')	image/png	etag:%22519f9be6bdd3a28283679b83fd7023f3%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoDelAustro_519f9be6bdd3a28283679b83fd7023f3.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoDelAustro_519f9be6bdd3a28283679b83fd7023f3.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:47	14393/14393	---M--	200	added ('OK')	image/png	etag:%22822da35365d8cd07eddf654534072dae%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoLafise_822da35365d8cd07eddf654534072dae.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoLafise_822da35365d8cd07eddf654534072dae.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:48	17827/17827	---M--	200	added ('OK')	image/png	etag:%224d98053b734ad2a1a03b64299e3c9e51%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Bancolombia_4d98053b734ad2a1a03b64299e3c9e51.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Bancolombia_4d98053b734ad2a1a03b64299e3c9e51.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:49	13311/13311	---M--	200	added ('OK')	image/png	etag:%22540ad5522580741c95213e3616dc2d0e%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Banrural_540ad5522580741c95213e3616dc2d0e.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Banrural_540ad5522580741c95213e3616dc2d0e.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:49	9837/9837	---M--	200	added ('OK')	image/png	etag:%225b825f537a2a292798d58b6b933282ee%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Davivienda_5b825f537a2a292798d58b6b933282ee.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Davivienda_5b825f537a2a292798d58b6b933282ee.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:50	14899/14899	---M--	200	added ('OK')	image/png	etag:%22cbbaeb2084637af514b1fce51f3b85a9%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Credomatic_cbbaeb2084637af514b1fce51f3b85a9.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Credomatic_cbbaeb2084637af514b1fce51f3b85a9.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:50	29696/29696	---M--	200	added ('OK')	image/png	etag:%22eef114f09941f18776cac79e653dc800%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Banpro_eef114f09941f18776cac79e653dc800.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Banpro_eef114f09941f18776cac79e653dc800.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:51	11217/11217	---M--	200	added ('OK')	image/png	etag:%22e094c0442184b080e193875c42264b20%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Elektra_e094c0442184b080e193875c42264b20.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Elektra_e094c0442184b080e193875c42264b20.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:52	11231/11231	---M--	200	added ('OK')	image/png	etag:%22a7ecbbecd5eef3f31eb9e78f46bfd09a%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Ficohsa_a7ecbbecd5eef3f31eb9e78f46bfd09a.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Ficohsa_a7ecbbecd5eef3f31eb9e78f46bfd09a.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:52	7061/7061	---M--	200	added ('OK')	image/png	etag:%22033c5e4f141a173f253099ef61a18d0c%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Micoope_033c5e4f141a173f253099ef61a18d0c.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Micoope_033c5e4f141a173f253099ef61a18d0c.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:53	19888/19888	---M--	200	added ('OK')	image/png	etag:%22c4c9603217466e67bd3e26cfd449ce39%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Fedecaces_c4c9603217466e67bd3e26cfd449ce39.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Fedecaces_c4c9603217466e67bd3e26cfd449ce39.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:53	16064/16064	---M--	200	added ('OK')	image/png	etag:%22829e90397112191dc9d20dd8c85aa6d7%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Interbank_829e90397112191dc9d20dd8c85aa6d7.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Interbank_829e90397112191dc9d20dd8c85aa6d7.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:55	8168/8168	---M--	200	added ('OK')	image/png	etag:%228167c3a634ac7296abdffa1cd395d23b%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Azteca_8167c3a634ac7296abdffa1cd395d23b.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Azteca_8167c3a634ac7296abdffa1cd395d23b.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:55	19240/19240	---M--	200	added ('OK')	image/png	etag:%222188cb73e82b649883e4fb382d9f9267%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Servipagos_2188cb73e82b649883e4fb382d9f9267.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Servipagos_2188cb73e82b649883e4fb382d9f9267.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:55	12815/12815	---M--	200	added ('OK')	image/png	etag:%22acee465222257b0752e211941a42721d%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Intermex_acee465222257b0752e211941a42721d.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Intermex_acee465222257b0752e211941a42721d.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:55	17260/17260	---M--	200	added ('OK')	image/png	etag:%22ffff3e59ebe7ee157bdd6d114dd046be%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/SistemaFedecredito_ffff3e59ebe7ee157bdd6d114dd046be.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/SistemaFedecredito_ffff3e59ebe7ee157bdd6d114dd046be.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:56	7850/7850	---M--	200	added ('OK')	image/png	etag:%22f0a42d91c2c47d066d9d6a5cba6d2396%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoDelBajio_f0a42d91c2c47d066d9d6a5cba6d2396.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoDelBajio_f0a42d91c2c47d066d9d6a5cba6d2396.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:56	8101/8101	---M--	200	added ('OK')	image/png	etag:%2231fbdece4080f7a48b872409098a8aef%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/Banamex_31fbdece4080f7a48b872409098a8aef.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/Banamex_31fbdece4080f7a48b872409098a8aef.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
12:11:56	7800/7800	---M--	200	added ('OK')	image/png	etag:%22d11afb218cfbad91ef400d104562e9ee%22	http://dqyag3aekzepn.cloudfront.net/assets/banks/BancoBase_d11afb218cfbad91ef400d104562e9ee.png	C:/My%20Web%20Sites/remitly2/dqyag3aekzepn.cloudfront.net/assets/banks/BancoBase_d11afb218cfbad91ef400d104562e9ee.png	(from http://dqyag3aekzepn.cloudfront.net/assets/brand-scss_a8601be05063216ec0f6e055f3f7ecf0.min.css)
